conference_name,acronym,category,sub_category,start_date,end_date,city,country,format,overview,call_for_papers,cfp_deadline,fees_and_pricing,program_agenda,keynote_speakers,technical_committee,sponsors,venue,accommodation,organizer,website_or_source,record_status,data_quality_notes,source_url,official_url,official_url_status,domain_type,logo_url,logo_source_type,cfp_url,registration_url,program_url,committee_url,last_url_verified,date_precision,verification_status,v3_standard_version
2027 5th International Conference on Mechatronics and Electrical Engineering,ICMEE 2027,Engineering,Mechatronics / Electrical,2027-08-06,2027-08-08,Chengdu,China,In-person,International academic conference on mechatronics and electrical engineering.,Not yet announced as of 10 Sep 2026,,,Technical paper sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,,Discovery index,missing official URL; venue not verified,https://www.iconf.com/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 International Conference on Modern Learning and Educational Technology,ICMLET 2027,Education,Educational Technology,2027-08-08,2027-08-10,Osaka,Japan,In-person,International conference on modern learning and educational technology.,Not yet announced as of 10 Sep 2026,,,Research presentations and education-technology sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,,Discovery index,missing official URL; venue not verified,https://www.iconf.com/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
SIGGRAPH 2027,SIGGRAPH 2027,Technology & Creative,Computer Graphics & Interactive Techniques,2027-08-08,2027-08-12,Anaheim,United States,In-person,ACM SIGGRAPH's premier conference and exhibition on computer graphics and interactive techniques.,Not yet announced as of 10 Sep 2026,,,,,Conference Chair: Kristy Pron. Papers Chair selection: Tamy Boubekeur was approved/advanced through ACM SIGGRAPH leadership process for SIGGRAPH 2027.,,"Anaheim, California, USA; exact convention venue not yet announced on the official SIGGRAPH conference listing.",Not yet announced as of 10 Sep 2026,ACM SIGGRAPH,https://www.siggraph.org/siggraph-events/conferences/,OFFICIAL VERIFIED,,https://www.siggraph.org/siggraph-events/conferences/,https://www.siggraph.org/siggraph-events/conferences/,EXISTING_OFFICIAL_OR_ORGANIZER,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=www.siggraph.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 IEEE International Conference on Artificial Intelligence and Generated Content,AIGC 2027,Technology,Artificial Intelligence / Generative AI,2027-08-14,2027-08-16,Melaka,Malaysia,In-person,IEEE-branded conference on artificial intelligence and generated content.,Not yet announced as of 10 Sep 2026,,,Technical paper sessions.,,,,,Not yet announced as of 10 Sep 2026,IEEE / conference organizers,,Discovery index,missing official URL; venue not verified,https://www.iconf.com/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 International Conference on Power Systems and Control Engineering,ICPSCE 2027,Engineering,Power Systems / Control,2027-08-18,2027-08-20,Hong Kong,China,In-person,International conference on power systems and control engineering.,Not yet announced as of 10 Sep 2026,,,Technical paper sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,,Discovery index,missing official URL; venue not verified,https://www.iconf.com/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 17th International Conference on Biomedical Engineering and Technology,ICBET 2027,Health & Engineering,Biomedical Engineering,2027-08-20,2027-08-23,Tokyo,Japan,In-person,International conference on biomedical engineering and technology.,Not yet announced as of 10 Sep 2026,,,Technical and biomedical research sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,https://icbet.org/,Discovery index,venue not verified,https://www.iconf.com/,https://icbet.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=icbet.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 IAA Conference / IAA MOBILITY,IAA MOBILITY,Automotive & Mobility,Mobility technology,2027-09-07,2027-09-10,Munich,Germany,In-person,"IAA Conference is the B2B decision-maker conference within IAA Summit, focused on mobility, technology, sustainability, resilience and smart infrastructure, with around 500 speakers expected across multiple stages and forums.",Speaker applications are open through the official IAA Conference application route; this is a curated industry speaking process rather than an academic CFP.,Not yet announced as of 10 Sep 2026,"Professional visitor ticket pricing will be published in early 2027. Conference sponsorship example from the official 2027 brochure: Blue Forum full-day sponsorship €124,000 net on Tuesday or €115,000 net on Wednesday; exhibitors receive 10% discount on that package.","IAA Conference runs 7–10 Sep 2027 within the IAA Summit, 9:00 AM–6:00 PM (subject to change), with stages/forums covering automotive, cycling/micromobility, public transport, integrated mobility, autonomous driving/ADAS, GenAI, software-defined vehicles, robotics, connected vehicles, semiconductors, batteries, hydrogen, cybersecurity and more.",,Curated by IAA/VDA and Messe München conference teams; named 2027 technical/program committee not publicly listed.,,"Trade Fair Center Messe München, Munich, Germany",Not yet announced as of 10 Sep 2026,VDA / IAA MOBILITY / Messe München,https://www.iaa-mobility.com/en/visitors/iaa-formats-2027/iaa-conference,OFFICIAL VERIFIED,,https://www.iaa-mobility.com/en/visitors/iaa-formats-2027/iaa-conference,https://www.iaa-mobility.com/en/visitors/iaa-formats-2027/iaa-conference,EXISTING_OFFICIAL_OR_ORGANIZER,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=www.iaa-mobility.com&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
Cell Press Symposia: Neuro-immune Axis — Charting the Periphery,Neuro-immune Axis 2027,Health & Science,Neuroimmunology,2027-09-13,2027-09-15,New York,United States,In-person,International conference focused on neuroimmunology.,Not yet announced as of 10 Sep 2026,,,,,,In partnership with the Allen Discovery Center for Neuroimmune Interactions and Allen Institute.,,Not yet announced as of 10 Sep 2026,Cell Press / Elsevier,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.elsevier.com/events/conferences/all,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
"10th International Conference on Fracture of Polymers, Composites and Adhesives",ESIS 2027,Science & Engineering,"Polymers, Composites & Adhesives",2027-09-19,2027-09-23,Les Diablerets,Switzerland,In-person,"International conference focused on polymers, composites & adhesives.",Not yet announced as of 10 Sep 2026,,,,,,,"Glacier Hotel, Les Diablerets, Switzerland",Not yet announced as of 10 Sep 2026,Elsevier conference portfolio,https://www.elsevier.com/events/conferences/all/esistc4conference,DISCOVERY VERIFIED,,https://www.elsevier.com/events/conferences/all,https://www.elsevier.com/events/conferences/all/esistc4conference,RESOLVED_OFFICIAL,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=www.elsevier.com&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
Future Foods Congress 2027,FUTF2027,Food & Sustainability,Future Food Systems,2027-09-27,2027-09-29,Kyoto,Japan,In-person,Conference on shaping future food systems through sustainability and digital innovation.,Not yet announced as of 10 Sep 2026,,,,,,,,Not yet announced as of 10 Sep 2026,Elsevier conference portfolio,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.elsevier.com/events/conferences/all,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
15th NIZO Dairy Conference: Innovations in Milk Proteins,NIZO 2027,Food & Agriculture,Dairy & Milk Proteins,2027-10-12,2027-10-15,Papendal,Netherlands,In-person,International conference focused on dairy & milk proteins.,Not yet announced as of 10 Sep 2026,,,,,,,"Papendal Hotel and Congress Centre, Netherlands",Not yet announced as of 10 Sep 2026,NIZO / Elsevier,https://www.nizodairyconference.com/,DISCOVERY VERIFIED,,https://www.elsevier.com/events/conferences/all,https://www.nizodairyconference.com/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=nizodairyconference.com&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
2027 International Conference on Artificial Intelligence and Intelligent Education,AIIE 2027,Technology & Education,AI in Education,2027-10-15,2027-10-17,Guangzhou,China,In-person,International conference on artificial intelligence and intelligent education.,Not yet announced as of 10 Sep 2026,,,Research and technical sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,,Discovery index,missing official URL; venue not verified,https://www.iconf.com/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
EDUCAUSE Annual Conference 2027,EDUCAUSE 2027,Education,Higher Education Technology,2027-10-18,2027-10-21,Orlando,United States,Hybrid,EDUCAUSE Annual Conference for higher-education IT professionals and technology providers; Orlando in-person event with online participation.,Not yet announced as of 10 Sep 2026,,,,,,,"Orlando, Florida, USA; exact convention facility not yet announced in the official 3-year calendar.",Not yet announced as of 10 Sep 2026,EDUCAUSE,https://events.educause.edu/3-year-event-calendar,OFFICIAL VERIFIED,,https://events.educause.edu/3-year-event-calendar,https://events.educause.edu/3-year-event-calendar,EXISTING_OFFICIAL_OR_ORGANIZER,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=events.educause.edu&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
Global Emergency Nursing Conference 2027,GENC 2027,Health & Medicine,Emergency Nursing,2027-10-21,2027-10-23,Rotterdam,Netherlands,In-person,International conference focused on emergency nursing.,Not yet announced as of 10 Sep 2026,,,,,,,,Not yet announced as of 10 Sep 2026,Elsevier and Emergency Nurses Association (ENA),,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.elsevier.com/en-gb/events/conferences/all,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
Cell Press Symposia: Functional RNAs,Functional RNAs 2027,Science & Health,RNA Biology,2027-10-25,2027-10-27,Geneva,Switzerland,In-person,International conference focused on rna biology.,Not yet announced as of 10 Sep 2026,,,,,,,,Not yet announced as of 10 Sep 2026,Cell Press / Elsevier,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.elsevier.com/events/conferences/all,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
UN Climate Change Conference COP32,COP32,Sustainability & Policy,Climate,2027-11,,Addis Ababa,Ethiopia,In-person,"UN climate change conference (COP32), listed for November 2027.",Government/observer accreditation and side-event processes.,,Accreditation-dependent.,"Negotiations, plenaries, side events and pavilions.",To be announced.,UNFCCC governance and constituted bodies.,Partners/pavilions pending.,,TBD,UNFCCC,,Discovery index,missing official URL; missing end date; venue not verified,https://impactconvene.com/conferences/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,month,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
2027 International Conference on System Safety and Security,ICSSS 2027,Engineering & Technology,Safety / Security,2027-11-03,2027-11-05,Savannah,United States,In-person,International academic conference on system safety and security.,Not yet announced as of 10 Sep 2026,,,Technical paper sessions.,,,,,Not yet announced as of 10 Sep 2026,Conference organizers,,Discovery index,missing official URL; venue not verified,https://www.iconf.com/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
5th Food Chemistry Conference,Food Chemistry 2027,Food & Science,Food Chemistry,2027-11-08,2027-11-11,Guangzhou,China,In-person,International conference focused on food chemistry.,Not yet announced as of 10 Sep 2026,,,,,,,,Not yet announced as of 10 Sep 2026,Elsevier conference portfolio,https://www.elsevier.com/events/conferences/all/food-chemistry-conference,DISCOVERY VERIFIED,venue not verified,https://www.elsevier.com/events/conferences/all,https://www.elsevier.com/events/conferences/all/food-chemistry-conference,RESOLVED_OFFICIAL,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=elsevier.com&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
Desalination Science and Technology 2027,DST 2027,Water & Sustainability,Desalination,2027-11-14,2027-11-18,Shanghai,China,In-person,International conference focused on desalination.,Not yet announced as of 10 Sep 2026,,,,,,,,Not yet announced as of 10 Sep 2026,Elsevier conference portfolio,,DISCOVERY VERIFIED,missing official URL; venue not verified,https://www.elsevier.com/events/conferences/all,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
RSNA Annual Meeting 2027,RSNA 2027,Health & Medicine,Radiology & Medical Imaging,2027-11-14,2027-11-18,Chicago,United States,In-person + virtual expected,RSNA's 2027 Scientific Assembly and Annual Meeting in Chicago.,Not yet announced as of 10 Sep 2026,,,,,,,"McCormick Place, Chicago, Illinois, USA",RSNA housing details for 2027 not yet announced.,Radiological Society of North America (RSNA),https://www.rsna.org/annual-meeting/future-and-past-meetings,OFFICIAL VERIFIED,,https://www.rsna.org/annual-meeting/future-and-past-meetings,https://www.rsna.org/annual-meeting/future-and-past-meetings,EXISTING_OFFICIAL_OR_ORGANIZER,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=www.rsna.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
Asia-Oceania Conference on Neutron Scattering 2027,AOCNS 2027,Science,Neutron Scattering,2027-11-24,2027-11-28,Mumbai,India,In-person,Regional international conference on neutron-scattering science and facilities.,CFP details pending.,,Pricing pending.,"Scientific talks, facility/science sessions and posters.",To be announced.,AONSA scientific/program committee.,Sponsors pending.,,TBD,Asia-Oceania Neutron Scattering Association,https://www.aonsa.org/aonsa-activities/aocns/,Discovery verified,venue not verified,https://uia.org/icco/search/%24freesearch%3DTorun?freesearch=&page=53,https://www.aonsa.org/aonsa-activities/aocns/,RESOLVED_OFFICIAL,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=www.aonsa.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
World Scout Conference 2027,WSC 2027,Youth & Nonprofit,Scouting / Governance,2027-11-29,2027-12-03,London,United Kingdom,In-person,World Organization of the Scout Movement global conference.,Delegate/organizational participation rather than academic CFP.,,Delegate/registration fees pending.,"Governance, strategy, resolutions and global scouting program.",Organizational leaders; roster pending.,WOSM conference governance bodies.,Partners/sponsors pending.,,TBD,World Organization of the Scout Movement,,Discovery verified,missing official URL; venue not verified,https://uia.org/icco/search/%24freesearch%3DTorun?freesearch=&page=53,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
International Congress: Psoriasis – from Gene to Clinic 2027,Psoriasis Congress 2027,Health & Medicine,Dermatology,2027-12-02,2027-12-04,London,United Kingdom,In-person,International congress focused on psoriasis science and clinical translation.,CFP/abstract details pending.,,Pricing pending.,Scientific and clinical sessions.,To be announced.,Scientific organizing committee.,Sponsors pending.,,TBD,Congress organizers,,Discovery verified,missing official URL; venue not verified,https://uia.org/icco/search/%24freesearch%3DTorun?freesearch=&page=53,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
EPIDEMICS 11: 11th International Conference on Infectious Disease Dynamics,EPIDEMICS 11,Health & Science,Infectious Disease Dynamics,2027-12-05,2027-12-08,Singapore,Singapore,In-person,International conference focused on infectious disease dynamics.,Not yet announced as of 10 Sep 2026,,,,,,,"Singapore Expo, Singapore",Not yet announced as of 10 Sep 2026,Elsevier conference portfolio,,DISCOVERY VERIFIED,missing official URL,https://www.elsevier.com/events/conferences/all,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
Cervical Spine Research Society Annual Meeting 2027,CSRS 2027,Health & Medicine,Spine Research,2027-12-08,2027-12-11,San Diego,United States,In-person,Annual scientific meeting focused on cervical-spine research and clinical practice.,Abstract/CFP details pending.,,Pricing pending.,Clinical and research presentations.,To be announced.,CSRS program committee.,Sponsors/exhibitors pending.,"San Diego, California",TBD,Cervical Spine Research Society,,Discovery verified,missing official URL,https://uia.org/icco/search/%24freesearch%3DTorun?freesearch=&page=53,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
African Studies Association Annual Meeting 2027,ASA 2027,Social Sciences,African Studies,2027-12-09,2027-12-11,Detroit,United States,In-person,Annual meeting for African studies scholars and professionals.,CFP expected via ASA.,,Pricing pending.,"Panels, papers, roundtables and scholarly networking.",To be announced.,ASA program committee.,Sponsors/exhibitors pending.,"Detroit, Michigan",TBD,African Studies Association,,Discovery verified,missing official URL,https://uia.org/icco/search/%24freesearch%3DTorun?freesearch=&page=53,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,day,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
AGU27 Annual Meeting,AGU27,Science,Earth & Space Sciences,2027-12-13,2027-12-17,"Washington, D.C.",United States,In-person + online,"AGU annual meeting for the global Earth and space science community, with thousands of presentations, workshops and networking opportunities.","Session, scientific-workshop and town-hall proposals open Mar 2027 and close Apr 2027. Abstract submissions open Jun 2027 and close Aug 2027.",2027-08,,,,,,"Walter E. Washington Convention Center, 801 Allen Y. Lew Place NW, Washington, D.C., USA; online participation also planned.",Official registration and housing opens Aug 2027; hotel names/rates not yet announced.,American Geophysical Union (AGU),https://www.agu.org/meetings/all-meetings/agu27,OFFICIAL VERIFIED,,https://www.agu.org/meetings/all-meetings/agu27,https://www.agu.org/meetings/all-meetings/agu27,EXISTING_OFFICIAL_OR_ORGANIZER,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=www.agu.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,day,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
African Stroke Organization Conference 2026,ASOC 2026,Health & Medicine,Stroke / Neurology,,,Addis Ababa,Ethiopia,In-person,Regional/global stroke conference listed for November 2026.,Not yet announced as of 10 Sep 2026,,Not captured.,Program not captured.,Not captured.,Not captured.,Not captured.,,Not captured.,African Stroke Organization,https://www.asoc-africanstroke.org/,Discovery index,missing date; missing end date; venue not verified,https://impactconvene.com/conferences/,https://www.asoc-africanstroke.org/,RESOLVED_OFFICIAL,conference_owned_domain,https://www.google.com/s2/favicons?domain=www.asoc-africanstroke.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
AVPN Global Conference 2027,AVPN 2027,Social Impact,Philanthropy / Impact Investing,,,,,In-person,Asia-focused social investment and philanthropy conference listed for April 2027.,Program participation details pending.,,Pricing pending.,"Impact-investing, philanthropy and social-finance sessions.",To be announced.,Curated by AVPN.,Sponsors pending.,TBD,TBD,AVPN,,Discovery index,missing date; missing official URL; missing end date,https://impactconvene.com/conferences/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
CUGH Annual Conference 2027,CUGH 2027,Health & Education,Global Health,,,TBD,United States,In-person,Consortium of Universities for Global Health annual conference listed for April 2027.,Academic abstracts/CFP expected.,,Pricing pending.,"Global-health research, policy and education sessions.",To be announced.,CUGH scientific/program committee.,Sponsors pending.,"TBD, USA",TBD,Consortium of Universities for Global Health,,Discovery index,missing date; missing official URL; missing end date,https://impactconvene.com/conferences/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
Ecosperity Week 2027,Ecosperity 2027,Sustainability & Business,Climate / Sustainable Finance,,,Singapore,Singapore,In-person,High-level sustainability and climate/business gathering listed for May 2027.,Curated participation; not primarily academic CFP.,,Pricing/invitation details pending.,"Leadership dialogues, climate/sustainability sessions and networking.",To be announced.,Curated program.,Sponsors/partners pending.,,TBD,Temasek ecosystem / organizers,,Discovery index,missing date; missing official URL; missing end date; venue not verified,https://impactconvene.com/conferences/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
Foro Latinoamericano de Inversión de Impacto 2027,FLII 2027,Finance & Social Impact,Impact Investing,,,Mérida,Mexico,In-person,Latin American impact-investing forum listed for February 2027.,Speaker/participation routes pending.,,Pricing pending.,"Impact investment, entrepreneurship and finance programming.",To be announced.,Curated program.,Sponsors pending.,,TBD,FLII organizers,,Discovery index,missing date; missing official URL; missing end date; venue not verified,https://impactconvene.com/conferences/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
Humanitarian Networks and Partnerships Weeks 2027,HNPW 2027,Humanitarian,Humanitarian Coordination,,,Geneva,Switzerland,Hybrid / in-person expected,Humanitarian networks and partnerships event listed for April 2027.,Session proposals/participation managed by HNPW organizers.,,Pricing/access details pending.,"Workshops, technical sessions and coordination meetings.",To be announced.,Humanitarian network/program committees.,Partners/sponsors pending.,,TBD,HNPW / humanitarian partners,,Discovery index,missing date; missing official URL; missing end date; venue not verified,https://impactconvene.com/conferences/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
Nonprofit Technology Conference 2027,NTC 2027,Technology & Social Impact,Nonprofit Technology,,,Portland,United States,In-person,Nonprofit technology conference listed for March 2027.,Session proposals typically accepted by organizer; 2027 specifics pending.,,Pricing pending.,"Technology strategy, digital engagement, data and nonprofit operations.",To be announced.,NTEN program review/community process.,Sponsors pending.,"Portland, Oregon",TBD,NTEN,https://www.nten.org/gather/ntc,Discovery index,missing date; missing end date,https://impactconvene.com/conferences/,https://www.nten.org/gather/ntc,RESOLVED_OFFICIAL,organizer_or_event_owner_page,https://www.google.com/s2/favicons?domain=www.nten.org&sz=256,official-domain favicon fallback,,,,,2026-09-11,,OFFICIAL_OR_ORGANIZER_URL_PRESENT,CG-2026-09-11-v1
Philanthropy Asia Summit 2027,PAS 2027,Social Impact,Philanthropy,,,Singapore,Singapore,In-person,Philanthropy-focused summit listed for May 2027.,Curated speaker/event participation.,,Pricing/invitation details pending.,"Leadership dialogues, philanthropy, blended finance and impact sessions.",To be announced.,Curated program.,Partners/sponsors pending.,,TBD,Philanthropy Asia Alliance / partners,,Discovery index,missing date; missing official URL; missing end date; venue not verified,https://impactconvene.com/conferences/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
Sankalp Global Summit 2026,Sankalp 2026,Social Impact & Business,Impact Entrepreneurship,,,Mumbai,India,In-person,Global summit on impact entrepreneurship and investing listed for November 2026.,Startup/speaker participation routes vary.,,Pricing pending.,"Impact business, entrepreneurship, investing and networking.",,Curated program.,Sponsors/partners listed by organizer.,,TBD,Sankalp / Intellecap ecosystem,,Discovery index,missing date; missing official URL; missing end date; venue not verified,https://impactconvene.com/conferences/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
SF Climate Week 2027,SF Climate Week,Sustainability,Climate Action,,,San Francisco,United States,Distributed city-wide events,San Francisco climate week listed for April 2027.,Event-specific participation.,,Pricing varies; many partner events may be free/invite-only.,"Climate technology, finance, policy and community programming.",Multiple speakers; pending.,Partner-led.,Multiple partners; pending.,Multiple San Francisco venues,Independent accommodation.,SF Climate Week organizers / partners,,Discovery index,missing date; missing official URL; missing end date,https://impactconvene.com/conferences/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
São Paulo Climate Week 2027,SP Climate Week,Sustainability,Climate Action,,,São Paulo,Brazil,Distributed city-wide events,Climate week listed for August 2027.,Event-specific participation.,,Pricing varies by partner event.,"Climate policy, finance, business and community events.",Multiple speakers; pending.,Partner-led.,Multiple partners; pending.,Multiple São Paulo venues,Independent accommodation.,Local climate-week organizers / partners,,Discovery index,missing date; missing official URL; missing end date,https://impactconvene.com/conferences/,,UNRESOLVED_DISCOVERY_ONLY,listing_only_unresolved,,none_until_official_domain_resolved,,,,,2026-09-11,,NEEDS_OFFICIAL_URL,CG-2026-09-11-v1
