conference_name,acronym,category,sub_category,start_date,end_date,city,country,format,overview,call_for_papers,cfp_deadline,fees_and_pricing,program_agenda,keynote_speakers,technical_committee,sponsors,venue,accommodation,organizer,website_or_source,record_status,data_quality_notes
IFT FIRST 2027,IFT FIRST,Food & Agriculture,Food Science & Innovation,2027-07-11,2027-07-14,Chicago,United States,In-person,"IFT's leading food science and innovation event bringing researchers, suppliers and decision-makers together.",Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Scientific and innovation programming integrated with the expo hall; detailed 2027 program not yet announced.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"McCormick Place, Chicago, Illinois, USA",Not yet announced as of 10 Sep 2026,Institute of Food Technologists (IFT),https://www.ift.org/ift-first-event/,OFFICIAL VERIFIED,Official IFT FIRST 2027 save-the-date page checked.
2027 International Conference on Architecture and Environmental Research,ICAER 2027,Engineering & Environment,Architecture & Environmental Research,2027-01-08,2027-01-10,Fukuoka,Japan,In-person,International conference focused on architecture & environmental research.,Call for papers / abstract submissions published.,2026-08-15,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Fukuoka, Japan",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.iconf.com/news/1195,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
2027 International Conference on Artificial Intelligence and Intelligent Education,AIIE 2027,Technology & Education,AI in Education,2027-10-15,2027-10-17,Guangzhou,China,In-person,International conference on artificial intelligence and intelligent education.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Research and technical sessions.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Guangzhou, China",Not yet announced as of 10 Sep 2026,Conference organizers,https://www.iconf.com/,Discovery index,Date/city from iConf.
2027 International Conference on Building Materials and Construction,ICBMC 2027,Engineering,Building Materials & Construction,2027-02-18,2027-02-21,Hong Kong,China,In-person,International conference focused on building materials & construction.,Call for papers / abstract submissions published.,2026-09-25,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Hong Kong, China",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.iconf.com/news/1195,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
2027 International Conference on Civil and Building Materials,ICCBM 2027,Engineering,Civil & Building Materials,2027-01-23,2027-01-25,Phuket,Thailand,In-person,International conference focused on civil & building materials.,Call for papers / abstract submissions published.,2026-09-05,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Phuket, Thailand",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.iconf.com/news/1195,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
2027 International Conference on Environmental Systems and Sustainability,ICESS 2027,Environment & Sustainability,Environmental Systems & Sustainability,2027-01-14,2027-01-16,Adelaide,Australia,In-person,International conference focused on environmental systems & sustainability.,Call for papers / abstract submissions published.,2026-08-15,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Adelaide, Australia",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.iconf.com/news/1195,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
2027 International Conference on Green Civil Engineering,ICGCE 2027,Engineering & Sustainability,Green Civil Engineering,2027-03-26,2027-03-29,Kyoto,Japan,In-person,International conference focused on green civil engineering.,Call for papers / abstract submissions published.,2026-11-05,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Kyoto, Japan",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.iconf.com/news/1195,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
2027 International Conference on Materials and Functional Manufacturing,ICMFM 2027,Engineering,Materials & Functional Manufacturing,2027-03-01,2027-03-04,Da Nang,Vietnam,In-person,International conference focused on materials & functional manufacturing.,Call for papers / abstract submissions published.,2026-10-20,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Da Nang, Vietnam",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.iconf.com/news/1195,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
2027 International Conference on Mechanical Engineering and Materials,ICMEM 2027,Engineering,Mechanical Engineering & Materials,2027-03-28,2027-03-31,Osaka,Japan,In-person,International conference focused on mechanical engineering & materials.,Call for papers / abstract submissions published.,2026-11-10,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Osaka, Japan",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,https://www.iconf.com/news/1195,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
2027 International Conference on Modern Learning and Educational Technology,ICMLET 2027,Education,Educational Technology,2027-08-08,2027-08-10,Osaka,Japan,In-person,International conference on modern learning and educational technology.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Research presentations and education-technology sessions.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Osaka, Japan",Not yet announced as of 10 Sep 2026,Conference organizers,https://www.iconf.com/,Discovery index,Date/city from iConf.
International Conference on One Health 2027,One Health 2027,Health & Science,One Health,2027-06-15,2027-06-18,Shanghai,China,In-person,"International conference integrating human, animal and environmental health.",Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Scientific program across One Health themes.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Shanghai, China",Not yet announced as of 10 Sep 2026,Elsevier conference portfolio / organizers,https://www.elsevier.com/events/conferences/all,Discovery verified,Date/city confirmed by Elsevier listing.
2027 International Conference on Power Systems and Control Engineering,ICPSCE 2027,Engineering,Power Systems / Control,2027-08-18,2027-08-20,Hong Kong,China,In-person,International conference on power systems and control engineering.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Technical paper sessions.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Hong Kong,Not yet announced as of 10 Sep 2026,Conference organizers,https://www.iconf.com/,Discovery index,Date/city from iConf.
2027 International Conference on Robotics and Intelligent Control,ICRIC 2027,Technology & Engineering,Robotics & Intelligent Control,2027-02-17,2027-02-19,Milan,Italy,In-person,International conference focused on robotics & intelligent control.,Call for papers / abstract submissions published.,2026-09-25,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Hosted by Polytechnic University of Milan.,"Milan, Italy",Not yet announced as of 10 Sep 2026,Polytechnic University of Milan / ICRIC,https://www.iconf.com/conference/ICRIC2027_9607,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
2027 International Conference on System Safety and Security,ICSSS 2027,Engineering & Technology,Safety / Security,2027-11-03,2027-11-05,Savannah,United States,In-person,International academic conference on system safety and security.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Technical paper sessions.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Savannah, United States",Not yet announced as of 10 Sep 2026,Conference organizers,https://www.iconf.com/,Discovery index,Date/city from iConf.
International Congress: Psoriasis – from Gene to Clinic 2027,Psoriasis Congress 2027,Health & Medicine,Dermatology,2027-12-02,2027-12-04,London,United Kingdom,In-person,International congress focused on psoriasis science and clinical translation.,CFP/abstract details pending.,,Pricing pending.,Scientific and clinical sessions.,To be announced.,Scientific organizing committee.,Sponsors pending.,"London, United Kingdom",TBD,Congress organizers,https://uia.org/icco/search/%24freesearch%3DTorun?freesearch=&page=53,Discovery verified,Dates/city from UIA.
KDD 2027,ACM KDD 2027,Technology,Data Science & Knowledge Discovery,2027-08-01,2027-08-05,San Jose,United States,In-person,"ACM SIGKDD's premier Data Science and AI conference with Research, Applied Data Science, Datasets & Benchmarks and AI for Sciences tracks.",First-cycle Research Track: abstract deadline 19 Jul 2026; paper deadline 26 Jul 2026; rebuttal 29 Sep–13 Oct 2026; notification 14 Nov 2026.,2026-07-26,"Conference attendee pricing not yet announced. ACM 2027 Open Access APC subsidy: US$500 for ACM/SIG members and US$750 for non-members for authors whose institutions are not in ACM Open, subject to ACM rules.","Five-day conference, 1–5 Aug 2027, with Research, Applied Data Science, Datasets & Benchmarks and AI for Sciences tracks; detailed agenda not yet announced.",Not yet announced as of 10 Sep 2026,Research Track Program Committee Co-Chairs: James Caverlee (Texas A&M University); Jingrui He (University of Illinois Urbana-Champaign); Xiangliang Zhang (University of Notre Dame). Datasets & Benchmarks Co-Chairs: Yan Liu (USC); Sayan Ranu (IIT Delhi); Evgeniy Gabrilovich (Microsoft).,Not yet announced as of 10 Sep 2026,"San Jose McEnery Convention Center, San Jose, California, USA",Not yet announced as of 10 Sep 2026,ACM SIGKDD,https://kdd2027.kdd.org/ ; https://kdd2027.kdd.org/research-track-call-for-papers/,OFFICIAL VERIFIED,Official KDD27 pages checked.
London Climate Action Week 2027,LCAW 2027,Sustainability,Climate Action,,,London,United Kingdom,Distributed city-wide events,Climate action week listed for June 2027.,Individual event participation varies.,,Many events free/invitation-based; specific pricing varies.,"Distributed program of climate, finance, policy and innovation events.",Multiple speakers across partner events; pending.,Decentralized partner-led programs.,Multiple institutional/corporate partners.,Multiple London venues,Accommodation independently booked; event-specific guidance varies.,LCAW organizers / partners,https://impactconvene.com/conferences/,Discovery index,Month/year and city known; exact program pending.
"Melbourne International Conference on Teaching, Education & Learning",Melbourne ICTEL 2027,Education,"Teaching, Education & Learning",2027-03-24,2027-03-25,Melbourne,Australia,In-person,"International conference focused on teaching, education & learning.",Call for papers / abstract submissions published.,2027-03-22,Not yet announced as of 10 Sep 2026,"Keynote and plenary talks, technical sessions, poster presentations and collaborative academic activities.",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Rendezvous Hotel Melbourne, Flinders Street, Melbourne",Not yet announced as of 10 Sep 2026,Teaching & Education Research Association (TERA),https://www.iconf.com/conference/MelbourneInternationalConferenceonTeaching%2CEducation%26Learning_9559,DISCOVERY VERIFIED,"Actual conference name/date/location/deadline taken from the cited published source. Unpublished fields are explicitly marked, not redirected."
Nonprofit Technology Conference 2027,NTC 2027,Technology & Social Impact,Nonprofit Technology,,,Portland,United States,In-person,Nonprofit technology conference listed for March 2027.,Session proposals typically accepted by organizer; 2027 specifics pending.,,Pricing pending.,"Technology strategy, digital engagement, data and nonprofit operations.",To be announced.,NTEN program review/community process.,Sponsors pending.,"Portland, Oregon",TBD,NTEN,https://impactconvene.com/conferences/,Discovery index,Month/year and city from index.
Pangborn 2027: 17th Pangborn Sensory Science Symposium,Pangborn 2027,Food & Science,Sensory Science,2027-06-27,2027-07-01,Mérida,Mexico,In-person,"Major sensory science symposium covering food, consumer and sensory research.",Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,"Scientific talks, posters and sensory-science program.",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Mérida, Mexico",Not yet announced as of 10 Sep 2026,Elsevier conference portfolio / organizers,https://www.elsevier.com/events/conferences/all,Discovery verified,Date/city confirmed by Elsevier listing.
Philanthropy Asia Summit 2027,PAS 2027,Social Impact,Philanthropy,,,Singapore,Singapore,In-person,Philanthropy-focused summit listed for May 2027.,Curated speaker/event participation.,,Pricing/invitation details pending.,"Leadership dialogues, philanthropy, blended finance and impact sessions.",To be announced.,Curated program.,Partners/sponsors pending.,Singapore,TBD,Philanthropy Asia Alliance / partners,https://impactconvene.com/conferences/,Discovery index,Month/year and city from index.
Prince Mahidol Award Conference 2027,PMAC 2027,Health & Policy,Global Health,2027-01,,Bangkok,Thailand,In-person,High-level global health policy conference listed for January 2027.,Participation/submission model varies by PMAC program.,,Pricing pending.,"Policy dialogues, plenaries and global-health sessions.",To be announced.,International organizing/program committee.,Institutional partners/sponsors pending.,"Bangkok, Thailand",TBD,PMAC organizers,https://impactconvene.com/conferences/,Discovery index,Month/year and city from index.
RSA Conference 2027,RSAC 2027,Cybersecurity,Information Security,2027-04-05,2027-04-08,San Francisco,United States,In-person,"Major global cybersecurity conference with expert-led sessions, emerging research and large North/South Expo spaces.","Call for Submissions opens 15 Sep 2026. Speakers are selected by the independent RSA Conference Program Committee, composed of volunteer judges from enterprise, government, academia and vendor communities.",Not yet announced as of 10 Sep 2026,Registration opens Oct 2026. People registering interest before opening receive US$100 off the top-tier pass. Full 2027 pass prices not yet announced.,"Keynotes, expert-led track sessions, emerging research, innovation programming, North Expo and South Expo; detailed 2027 agenda not yet announced.",Not yet announced as of 10 Sep 2026,"RSA Conference Program Committee — independent volunteer judges from enterprise, government, academic and vendor communities; individual 2027 member names not yet announced.",Not yet announced as of 10 Sep 2026,"Moscone Center and Yerba Buena Center for the Arts, San Francisco, California, USA",Not yet announced as of 10 Sep 2026,RSA Conference,https://www.rsaconference.com/usa ; https://www.rsaconference.com/about/faq ; https://www.rsaconference.com/about/sponsorship-opportunities,OFFICIAL VERIFIED,Official RSAC27 pages checked.
RSNA Annual Meeting 2026,RSNA 2026,Health & Medicine,Radiology & Medical Imaging,2026-11-29,2026-12-03,Chicago,United States,In-person + virtual,"RSNA 112th Scientific Assembly and Annual Meeting, themed “At the Center of Care,” with scientific, education and technical-exhibit programming.",2026 abstract submission cycle has been managed through RSNA; current submission deadline not captured in the official pages checked.,,"Members: Full Access member US$0; Standard member US$500; Basic member US$1,215 in-person & virtual / US$500 virtual. Select categories: Associate US$500; First Year in Practice US$250; trainee/student US$100; discount-eligible-country member US$610 in-person+virtual / US$250 virtual. Non-member Physician/Physicist/Scientist: US$2,425 in-person+virtual, US$1,405 in-person only, US$1,020 virtual, US$630 exhibits-only. Rates rise US$100 on 2 Oct for applicable categories.",Educational courses and scientific sessions across radiology subspecialties; six live-streamed plenary sessions; Technical Exhibits 29 Nov–2 Dec; Annual Meeting 29 Nov–3 Dec 2026.,"Jeffrey S. Klein, MD — President’s Address; Jonathan S. Lewin, MD — Opening Plenary; Gwendolyn M. Bryant-Smith, MD — Monday plenary; Mark P. Bernstein, MD — plenary on mass-casualty incidents; Janice M. Newsome, MD — plenary on humanism, equity and AI in interventional radiology.",Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"McCormick Place, Chicago, Illinois, USA",RSNA official hotel program offers up to 30% off participating Chicago hotels. Official partners include Maritz for registration and onPeak for housing-related services.,Radiological Society of North America (RSNA),https://www.rsna.org/annual-meeting ; https://www.rsna.org/annual-meeting/attendee-resources/pricing-and-registration,OFFICIAL VERIFIED,Official RSNA 2026 pricing and plenary pages checked.
RSNA Annual Meeting 2027,RSNA 2027,Health & Medicine,Radiology & Medical Imaging,2027-11-14,2027-11-18,Chicago,United States,In-person + virtual expected,RSNA's 2027 Scientific Assembly and Annual Meeting in Chicago.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Annual Meeting 14–18 Nov 2027; Technical Exhibits through 17 Nov. Detailed scientific program not yet announced.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"McCormick Place, Chicago, Illinois, USA",RSNA housing details for 2027 not yet announced.,Radiological Society of North America (RSNA),https://www.rsna.org/annual-meeting/future-and-past-meetings,OFFICIAL VERIFIED,Official future-meetings source checked; most 2027 program/commercial details pending.
São Paulo Climate Week 2027,SP Climate Week,Sustainability,Climate Action,,,São Paulo,Brazil,Distributed city-wide events,Climate week listed for August 2027.,Event-specific participation.,,Pricing varies by partner event.,"Climate policy, finance, business and community events.",Multiple speakers; pending.,Partner-led.,Multiple partners; pending.,Multiple São Paulo venues,Independent accommodation.,Local climate-week organizers / partners,https://impactconvene.com/conferences/,Discovery index,Month/year and city from index.
Sankalp Global Summit 2026,Sankalp 2026,Social Impact & Business,Impact Entrepreneurship,,,Mumbai,India,In-person,Global summit on impact entrepreneurship and investing listed for November 2026.,Startup/speaker participation routes vary.,,Pricing pending.,"Impact business, entrepreneurship, investing and networking.",Not yet announced as of 10 Sep 2026,Curated program.,Sponsors/partners listed by organizer.,"Mumbai, India",TBD,Sankalp / Intellecap ecosystem,https://impactconvene.com/conferences/,Discovery index,Month/year/city from index.
SF Climate Week 2027,SF Climate Week,Sustainability,Climate Action,,,San Francisco,United States,Distributed city-wide events,San Francisco climate week listed for April 2027.,Event-specific participation.,,Pricing varies; many partner events may be free/invite-only.,"Climate technology, finance, policy and community programming.",Multiple speakers; pending.,Partner-led.,Multiple partners; pending.,Multiple San Francisco venues,Independent accommodation.,SF Climate Week organizers / partners,https://impactconvene.com/conferences/,Discovery index,Month/year and city from index.
SIGGRAPH 2027,SIGGRAPH 2027,Technology & Creative,Computer Graphics & Interactive Techniques,2027-08-08,2027-08-12,Anaheim,United States,In-person,ACM SIGGRAPH's premier conference and exhibition on computer graphics and interactive techniques.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Technical and creative conference/exhibition programming; detailed 2027 program not yet announced.,Not yet announced as of 10 Sep 2026,Conference Chair: Kristy Pron. Papers Chair selection: Tamy Boubekeur was approved/advanced through ACM SIGGRAPH leadership process for SIGGRAPH 2027.,Not yet announced as of 10 Sep 2026,"Anaheim, California, USA; exact convention venue not yet announced on the official SIGGRAPH conference listing.",Not yet announced as of 10 Sep 2026,ACM SIGGRAPH,https://www.siggraph.org/siggraph-events/conferences/ ; https://blog.siggraph.org/2025/01/inspiration-innovation-and-ice-cream-kristy-pron-to-lead-siggraph-2027.html,OFFICIAL VERIFIED,Official ACM SIGGRAPH sources checked.
SIGGRAPH Asia 2026,SIGGRAPH Asia 2026,Technology & Creative,Computer Graphics & Interactive Techniques,2026-12-01,2026-12-04,Kuala Lumpur,Malaysia,In-person,19th ACM SIGGRAPH Conference and Exhibition on Computer Graphics and Interactive Techniques in Asia.,Program-specific calls are managed by SIGGRAPH Asia; current deadlines not captured in the official source checked.,,Not yet announced as of 10 Sep 2026,Conference and exhibition on computer graphics and interactive techniques; detailed program not captured in the official listing used here.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Kuala Lumpur Convention Centre, Kuala Lumpur, Malaysia",Not yet announced as of 10 Sep 2026,ACM SIGGRAPH,https://www.siggraph.org/siggraph-events/conferences/,OFFICIAL VERIFIED,Official ACM SIGGRAPH dates/venue verified.
2027 The 10th International Conference on Artificial Intelligence and Big Data,ICAIBD 2027,Technology,AI / Big Data,2027-05-28,2027-05-30,Chengdu,China,In-person,International academic conference on artificial intelligence and big data.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Technical paper sessions.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Chengdu, China",Not yet announced as of 10 Sep 2026,Conference organizers,https://www.iconf.com/,Discovery index,Date/city from iConf.
"2027 The 10th International Conference on Circuits, Systems and Simulation",ICCSS 2027,Engineering,Circuits / Systems / Simulation,2027-06-25,2027-06-27,Da Nang,Vietnam,In-person,"International academic conference on circuits, systems and simulation.",Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Technical paper sessions.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Da Nang, Vietnam",Not yet announced as of 10 Sep 2026,Conference organizers,https://www.iconf.com/,Discovery index,Date/city from iConf.
2027 The 13th International Conference on Frontiers of Educational Technologies,ICFET 2027,Education,Educational Technology,2027-06-17,2027-06-19,Tokyo,Japan,In-person,International conference on frontiers of educational technologies.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Research papers and educational technology sessions.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,"Tokyo, Japan",Not yet announced as of 10 Sep 2026,Conference organizers,https://www.iconf.com/,Discovery index,Date/city from iConf.
Transportation Research Symposium 2027,TRSS2027,Transport & Logistics,Transportation Research,2027-07-11,2027-07-14,Singapore,Singapore,In-person,International transportation research symposium.,Not yet announced as of 10 Sep 2026,,Not yet announced as of 10 Sep 2026,Research presentations and transportation sessions.,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Not yet announced as of 10 Sep 2026,Singapore Expo,Not yet announced as of 10 Sep 2026,Elsevier conference portfolio / organizers,https://www.elsevier.com/events/conferences/all,Discovery verified,Date/venue confirmed by Elsevier listing.
UN Climate Change Conference COP31,COP31,Sustainability & Policy,Climate,2026-11,,Antalya,Türkiye,In-person,"UN climate change conference (COP31), listed for November 2026.",Government/observer accreditation and side-event processes; not a conventional CFP.,,Accreditation-dependent; no standard attendee ticket model.,"Negotiations, plenaries, side events, pavilions and thematic programming.","Heads of state, ministers and global climate leaders; roster evolves.",UNFCCC governance and constituted bodies.,"Country, institutional and pavilion partners; sponsorship differs from commercial conferences.","Antalya, Türkiye",Accommodation organized independently/through delegations; official guidance evolves.,UNFCCC,https://impactconvene.com/conferences/,Discovery index,Month/city from conference index; verify official UNFCCC schedule before production use.
UN Climate Change Conference COP32,COP32,Sustainability & Policy,Climate,2027-11,,Addis Ababa,Ethiopia,In-person,"UN climate change conference (COP32), listed for November 2027.",Government/observer accreditation and side-event processes.,,Accreditation-dependent.,"Negotiations, plenaries, side events and pavilions.",To be announced.,UNFCCC governance and constituted bodies.,Partners/pavilions pending.,"Addis Ababa, Ethiopia",TBD,UNFCCC,https://impactconvene.com/conferences/,Discovery index,Future listing; official UNFCCC confirmation should be checked.
Women Deliver Conference 2027,WD2027,Social Impact & Health,Gender Equality / Global Development,2027,,TBD,TBD,In-person / hybrid TBD,Major global gathering on gender equality and sexual/reproductive health and rights; listed for 2027.,CFP/participation details pending.,,Pricing pending.,Program pending.,To be announced.,Program committee pending.,Sponsors/partners pending.,TBD,TBD,Women Deliver,https://impactconvene.com/conferences/,Discovery index,Year only; location/date not yet captured.
World Cargo Symposium 2027,IATA WCS 2027,Transport & Logistics,Air Cargo,2027-03-09,2027-03-11,Calgary,Canada,In-person,"IATA's largest and most prestigious annual air-cargo event; the 2026 edition drew nearly 1,200 delegates.",Industry conference; no public academic-style CFP announced for WCS 2027.,,Not yet announced as of 10 Sep 2026,"Plenary sessions; specialized streams; workshops; executive summits covering technology, innovation, security, customs, cargo operations and sustainability. Detailed 2027 agenda not yet announced.",Not yet announced as of 10 Sep 2026,Program is managed by IATA cargo/event leadership and expert groups; named 2027 technical committee not yet announced.,Not yet announced as of 10 Sep 2026,"Calgary, Canada; exact venue not yet announced on the official WCS page.",Not yet announced as of 10 Sep 2026,International Air Transport Association (IATA),https://www.iata.org/en/events/all/world-cargo-symposium,OFFICIAL VERIFIED,Official IATA WCS page checked.
World Government Summit 2027,WGS 2027,Government & Policy,Public Policy / Future Government,,,Dubai,United Arab Emirates,In-person,High-level government and future-policy summit listed for February 2027.,Curated/invitation model; not conventional academic CFP.,,Pricing/access model varies; details pending.,"Plenaries, ministerial dialogues, future government and innovation sessions.",Global leaders and ministers; 2027 roster pending.,Curated by World Governments Summit organization.,Government/corporate partners pending.,"Dubai, UAE",Official partner hotel/travel guidance typically provided.,World Governments Summit Organization,https://impactconvene.com/conferences/,Discovery index,Month/year and city from index.
World Health Summit 2026,WHS 2026,Health & Policy,Global Health,,,Berlin,Germany,In-person + digital elements expected,High-level global health summit listed for October 2026.,Participation and abstract/speaker mechanisms vary by program.,,Pricing pending.,"Global health policy, science, financing and partnership sessions.",International health leaders; see official program.,Curated scientific/policy program.,Partners include global health institutions; current list on organizer site.,"Berlin, Germany",Hotel/travel guidance via organizer.,World Health Summit,https://impactconvene.com/conferences/,Discovery index,Month/year and city from index.
World Scout Conference 2027,WSC 2027,Youth & Nonprofit,Scouting / Governance,2027-11-29,2027-12-03,London,United Kingdom,In-person,World Organization of the Scout Movement global conference.,Delegate/organizational participation rather than academic CFP.,,Delegate/registration fees pending.,"Governance, strategy, resolutions and global scouting program.",Organizational leaders; roster pending.,WOSM conference governance bodies.,Partners/sponsors pending.,"London, United Kingdom",TBD,World Organization of the Scout Movement,https://uia.org/icco/search/%24freesearch%3DTorun?freesearch=&page=53,Discovery verified,Dates/city from UIA.
